The currently activated Python version 2.7.16 is not supported by the project (^3.9).
Trying to find and use a compatible version. 
Using python3 (3.9.6)
id,aggregated_by,aggregate_name,year,start_date,end_date,name,type,count,amount
256,state,telangana,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,3307245,11748268950.760422
257,state,telangana,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,351474,282899066.6137372
258,state,telangana,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,262876,57011875.36233704
259,state,telangana,2018,2018-01-01,2018-03-31,Others,TOTAL,391852,388111458.2121352
260,state,telangana,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,4784079,20748520742.57553
261,state,telangana,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,4686542,1274130053.834579
262,state,telangana,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,701082,551696487.3185428
263,state,telangana,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,277805,85498213.25384143
264,state,telangana,2018,2018-04-01,2018-06-30,Others,TOTAL,315162,357356020.669816
265,state,telangana,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,11560952,29253505738.828743
266,state,telangana,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,5328881,1568136060.627837
267,state,telangana,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,1770075,855534175.4794186
268,state,telangana,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,307312,52554123.97376218
269,state,telangana,2018,2018-07-01,2018-09-30,Others,TOTAL,365483,300363110.81379545
270,state,telangana,2018,2018-10-01,2018-12-31,Peer-to-peer payments,TOTAL,15571288,44541667501.74112
271,state,telangana,2018,2018-10-01,2018-12-31,Recharge & bill payments,TOTAL,7121135,2165870863.16865
272,state,telangana,2018,2018-10-01,2018-12-31,Merchant payments,TOTAL,5315161,2356841304.9649296
273,state,telangana,2018,2018-10-01,2018-12-31,Financial Services,TOTAL,392423,64569231.23559249
274,state,telangana,2018,2018-10-01,2018-12-31,Others,TOTAL,521147,380139546.93821603
275,state,manipur,2019,2019-01-01,2019-03-31,Peer-to-peer payments,TOTAL,127067,619919870.7455351
276,state,manipur,2019,2019-01-01,2019-03-31,Recharge & bill payments,TOTAL,120000,22106830.369149238
277,state,manipur,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,15190,14580183.380707521
278,state,manipur,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,800,174777.17283837448
279,state,manipur,2019,2019-01-01,2019-03-31,Others,TOTAL,2352,3116398.755848917
280,state,manipur,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,120153,679785849.1398683
281,state,manipur,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,116500,23573234.273060285
282,state,manipur,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,18044,15996651.145700552
283,state,manipur,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,387,91955.01538259834
284,state,manipur,2019,2019-04-01,2019-06-30,Others,TOTAL,2341,3342252.5754885403
285,state,manipur,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,180057,36634657.049143404
286,state,manipur,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,144965,803335616.6325192
287,state,manipur,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,17683,20490224.443041254
288,state,manipur,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,358,367865.7884662621
289,state,manipur,2019,2019-07-01,2019-09-30,Others,TOTAL,1945,2723638.649764262
290,state,manipur,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,212136,44202546.57396081
291,state,manipur,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,211927,1123258478.445069
292,state,manipur,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,23094,30486780.446382143
293,state,manipur,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,548,240641.7657683481
294,state,manipur,2019,2019-10-01,2019-12-31,Others,TOTAL,1639,2709234.857456133
295,state,manipur,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,1117829,6402367883.667423
296,state,manipur,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,796590,223955812.58644393
297,state,manipur,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,377280,433297594.1352152
298,state,manipur,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,3398,4385333.1754908115
299,state,manipur,2021,2021-01-01,2021-03-31,Others,TOTAL,8438,6280890.914669826
300,state,manipur,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,1372821,7041837917.785187
301,state,manipur,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,1187952,305103750.5728581
302,state,manipur,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,510734,531484849.4914169
303,state,manipur,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,4165,4256098.232237183
304,state,manipur,2021,2021-04-01,2021-06-30,Others,TOTAL,10603,7145346.314942012
305,state,manipur,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,451733,2458093401.740467
306,state,manipur,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,285234,62688260.379548095
307,state,manipur,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,78067,74202067.0664826
308,state,manipur,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,622,354184.4660589617
309,state,manipur,2020,2020-01-01,2020-03-31,Others,TOTAL,3145,3252467.2243867153
310,state,manipur,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,533206,2980242535.075443
311,state,manipur,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,450830,107589094.29890464
312,state,manipur,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,92110,106540409.29886684
313,state,manipur,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,1676,1457570.8004862315
314,state,manipur,2020,2020-04-01,2020-06-30,Others,TOTAL,5246,3106603.331810386
315,state,manipur,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,774786,4301284799.331292
316,state,manipur,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,464659,113190539.14969069
317,state,manipur,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,170653,195132026.6311202
318,state,manipur,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,1878,1593035.944066228
319,state,manipur,2020,2020-07-01,2020-09-30,Others,TOTAL,8192,4775719.8143366445
320,state,manipur,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,892853,5172499337.530437
321,state,manipur,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,436450,114202616.34869762
322,state,manipur,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,289050,307902115.38207734
323,state,manipur,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,1806,2448402.9142817147
324,state,manipur,2020,2020-10-01,2020-12-31,Others,TOTAL,7693,5172086.283260544
325,state,manipur,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,50212,6463184.554711691
326,state,manipur,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,26382,115495173.55796441
327,state,manipur,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,2660,412579.53985461866
328,state,manipur,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,1614,3616475.6407912206
329,state,manipur,2018,2018-01-01,2018-03-31,Others,TOTAL,3201,2058760.6368871084
330,state,manipur,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,77991,11541247.784420915
331,state,manipur,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,60365,232157389.7914803
332,state,manipur,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,5992,1241901.2660397931
333,state,manipur,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,4041,5366759.827729835
334,state,manipur,2018,2018-04-01,2018-06-30,Others,TOTAL,3332,2902422.6498233806
335,state,manipur,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,95204,357768750.1845896
336,state,manipur,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,81323,13912990.484925149
337,state,manipur,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,7396,9180953.977358334
338,state,manipur,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,2577,333081.6368315
339,state,manipur,2018,2018-07-01,2018-09-30,Others,TOTAL,2758,2135468.510417797
340,state,manipur,2018,2018-10-01,2018-12-31,Recharge & bill payments,TOTAL,113507,18898063.282383174
341,state,manipur,2018,2018-10-01,2018-12-31,Peer-to-peer payments,TOTAL,104872,562009595.9601889
342,state,manipur,2018,2018-10-01,2018-12-31,Merchant payments,TOTAL,13333,20685433.28430717
343,state,manipur,2018,2018-10-01,2018-12-31,Financial Services,TOTAL,1452,307325.2437723951
344,state,manipur,2018,2018-10-01,2018-12-31,Others,TOTAL,2946,3783141.5353601985
345,state,haryana,2019,2019-01-01,2019-03-31,Peer-to-peer payments,TOTAL,12622225,30283578836.61907
346,state,haryana,2019,2019-01-01,2019-03-31,Recharge & bill payments,TOTAL,5576577,2202061874.5361757
347,state,haryana,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,3361995,1292375556.3150868
348,state,haryana,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,101786,15201736.002431491
349,state,haryana,2019,2019-01-01,2019-03-31,Others,TOTAL,473192,258437718.15887585
350,state,haryana,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,10387562,37056084813.57578
351,state,haryana,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,5902923,2838724048.0896106
352,state,haryana,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,5738283,2292901816.1432047
353,state,haryana,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,57488,12080285.227121718
354,state,haryana,2019,2019-04-01,2019-06-30,Others,TOTAL,655560,301748850.1804938
355,state,haryana,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,11775288,43738290119.9285
356,state,haryana,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,9386779,3615636827.8118167
357,state,haryana,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,8289987,4817098564.823641
358,state,haryana,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,61503,16715100.880217994
359,state,haryana,2019,2019-07-01,2019-09-30,Others,TOTAL,829974,301378585.9978597
360,state,haryana,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,15729819,58242027266.14443
361,state,haryana,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,11615667,5253780278.236426
362,state,haryana,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,9648003,5637358525.756194
363,state,haryana,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,41688,13756049.144287623
364,state,haryana,2019,2019-10-01,2019-12-31,Others,TOTAL,790808,212797749.81994924
365,state,haryana,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,39363588,23389100227.155342
366,state,haryana,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,36764622,135970636784.61835
367,state,haryana,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,13680353,9260346909.440674
368,state,haryana,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,79784,99672809.99228218
369,state,haryana,2021,2021-01-01,2021-03-31,Others,TOTAL,364437,218544351.22172093
370,state,haryana,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,45335533,29119078263.957985
371,state,haryana,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,44086559,161073685336.6668
372,state,haryana,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,15861047,9839496894.971409
373,state,haryana,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,85821,97238136.09517692
374,state,haryana,2021,2021-04-01,2021-06-30,Others,TOTAL,311896,227855606.99266592
375,state,haryana,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,17728235,68367245528.07149
376,state,haryana,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,14327020,7075196609.224878
377,state,haryana,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,11346112,6331682016.516322
378,state,haryana,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,34488,25266730.1883267
379,state,haryana,2020,2020-01-01,2020-03-31,Others,TOTAL,600232,176823674.24305555
380,state,haryana,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,17334369,66645492690.67839
381,state,haryana,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,12740328,6547618491.532405
382,state,haryana,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,11527654,7393393677.758501
383,state,haryana,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,48759,49209527.29146181
384,state,haryana,2020,2020-04-01,2020-06-30,Others,TOTAL,129940,75550536.67993587
385,state,haryana,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,24123449,88796356487.11024
386,state,haryana,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,20845136,12141560866.982178
387,state,haryana,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,12716319,8452802892.504496
388,state,haryana,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,66457,80854296.9304013
389,state,haryana,2020,2020-07-01,2020-09-30,Others,TOTAL,186818,96375902.20346308
390,state,haryana,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,34063692,21382305452.06797
391,state,haryana,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,33920789,128613933346.85507
392,state,haryana,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,14682896,9675471300.731653
393,state,haryana,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,84881,103265693.75364488
394,state,haryana,2020,2020-10-01,2020-12-31,Others,TOTAL,419181,223528573.1334415
395,state,haryana,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,2368002,535578755.07945114
396,state,haryana,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,1607193,5814807510.68666
397,state,haryana,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,167816,173513595.3537558
398,state,haryana,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,128636,27501068.014126316
399,state,haryana,2018,2018-01-01,2018-03-31,Others,TOTAL,209123,242110585.52640373
400,state,haryana,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,3054284,984897276.651981
401,state,haryana,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,2388953,9745924809.851494
402,state,haryana,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,369916,334118261.45344114
403,state,haryana,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,167570,38145882.44180386
404,state,haryana,2018,2018-04-01,2018-06-30,Others,TOTAL,170208,217328211.71769944
405,state,haryana,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,3753981,14429454356.345787
406,state,haryana,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,3203386,1310467515.0605886
407,state,haryana,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,1003057,427387637.9335371
408,state,haryana,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,100452,17323790.814170156
409,state,haryana,2018,2018-07-01,2018-09-30,Others,TOTAL,201148,190505707.47361812
410,state,haryana,2018,2018-10-01,2018-12-31,Peer-to-peer payments,TOTAL,5905032,22416919746.93868
411,state,haryana,2018,2018-10-01,2018-12-31,Recharge & bill payments,TOTAL,4116262,1671040703.7317612
412,state,haryana,2018,2018-10-01,2018-12-31,Merchant payments,TOTAL,2413446,1013407379.8963095
413,state,haryana,2018,2018-10-01,2018-12-31,Financial Services,TOTAL,120711,22252543.62175617
414,state,haryana,2018,2018-10-01,2018-12-31,Others,TOTAL,394732,267255642.26742023
415,state,gujarat,2019,2019-01-01,2019-03-31,Peer-to-peer payments,TOTAL,13465044,31231285551.308655
416,state,gujarat,2019,2019-01-01,2019-03-31,Recharge & bill payments,TOTAL,8595256,3104251732.6516943
417,state,gujarat,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,2493340,1296376125.1752787
418,state,gujarat,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,114539,19581520.569400217
419,state,gujarat,2019,2019-01-01,2019-03-31,Others,TOTAL,323272,204585378.77191538
420,state,gujarat,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,12547493,41853661230.46585
421,state,gujarat,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,10434449,4651874823.428602
422,state,gujarat,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,5486791,2526448415.3585706
423,state,gujarat,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,70502,17349813.389733132
424,state,gujarat,2019,2019-04-01,2019-06-30,Others,TOTAL,442607,271280936.6247084
425,state,gujarat,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,14529353,49206585462.018684
426,state,gujarat,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,11788077,4211116461.2911887
427,state,gujarat,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,11349625,5768100024.478059
428,state,gujarat,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,78609,20507001.233050577
429,state,gujarat,2019,2019-07-01,2019-09-30,Others,TOTAL,482985,256386015.24681717
430,state,gujarat,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,19107911,64477452638.7778
431,state,gujarat,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,12967713,6517891166.722656
432,state,gujarat,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,9964076,5480269119.720948
433,state,gujarat,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,63498,20202767.26414788
434,state,gujarat,2019,2019-10-01,2019-12-31,Others,TOTAL,444434,194846362.42851496
435,state,gujarat,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,36427493,144818968373.02933
436,state,gujarat,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,35815382,26512643894.003174
437,state,gujarat,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,22088838,11996115292.377842
438,state,gujarat,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,126380,137612317.73580322
439,state,gujarat,2021,2021-01-01,2021-03-31,Others,TOTAL,316472,235440836.3042438
440,state,gujarat,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,42593432,33542305033.829506
441,state,gujarat,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,41642387,162483567902.30194
442,state,gujarat,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,27127405,13750783181.944221
443,state,gujarat,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,128647,136119996.7022825
444,state,gujarat,2021,2021-04-01,2021-06-30,Others,TOTAL,349525,249278437.33914098
445,state,gujarat,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,19068093,72393727235.07784
446,state,gujarat,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,15648472,7197595156.690899
447,state,gujarat,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,12191478,7210758662.281933
448,state,gujarat,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,50753,27460255.45966168
449,state,gujarat,2020,2020-01-01,2020-03-31,Others,TOTAL,367621,165535312.39278784
450,state,gujarat,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,19971660,8322688556.990006
451,state,gujarat,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,17569398,64723140394.22913
452,state,gujarat,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,9645967,7196610931.561442
453,state,gujarat,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,59617,53132341.305008195
454,state,gujarat,2020,2020-04-01,2020-06-30,Others,TOTAL,173543,92274135.40504411
